,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
262,NN_tune_trainable_dbca4_00749_749_seed=750_2022-10-05_03-22-58,0.56,0.0842,0.6384,0.086
263,NN_tune_trainable_dbca4_00633_633_seed=634_2022-09-23_19-38-05,0.564,0.0861,0.6418,0.0874
264,NN_tune_trainable_dbca4_00439_439_seed=440_2022-09-04_07-02-40,0.559,0.0899,0.6421,0.0901
265,NN_tune_trainable_dbca4_00835_835_seed=836_2022-10-13_18-16-48,0.575,0.0892,0.641,0.0888
266,NN_tune_trainable_dbca4_00475_475_seed=476_2022-09-07_22-10-20,0.55,0.0845,0.6403,0.085
267,NN_tune_trainable_dbca4_00681_681_seed=682_2022-09-28_07-46-37,0.554,0.0832,0.6465,0.0836
268,NN_tune_trainable_dbca4_00909_909_seed=910_2022-10-20_20-18-58,0.567,0.0861,0.6378,0.0872
269,NN_tune_trainable_dbca4_00044_44_seed=45_2022-08-23_16-55-42,0.559,0.0827,0.6451,0.0836
270,NN_tune_trainable_dbca4_00461_461_seed=462_2022-09-06_12-18-44,0.574,0.0934,0.6397,0.0933
271,NN_tune_trainable_dbca4_00942_942_seed=943_2022-10-24_03-48-20,0.561,0.0884,0.6427,0.0889
272,NN_tune_trainable_dbca4_00468_468_seed=469_2022-09-07_05-13-42,0.561,0.0888,0.6369,0.0893
273,NN_tune_trainable_dbca4_00616_616_seed=617_2022-09-22_02-37-56,0.558,0.0911,0.6435,0.0917
274,NN_tune_trainable_dbca4_00898_898_seed=899_2022-10-19_17-52-29,0.559,0.0895,0.638,0.0915
275,NN_tune_trainable_dbca4_00289_289_seed=290_2022-08-29_19-10-05,0.561,0.0862,0.6439,0.0881
276,NN_tune_trainable_dbca4_00084_84_seed=85_2022-08-24_17-17-10,0.566,0.0804,0.6413,0.0807
277,NN_tune_trainable_dbca4_00194_194_seed=195_2022-08-27_11-29-31,0.571,0.087,0.6463,0.0885
