,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
849,NN_tune_trainable_0ecbc_00194_194_seed=195_2022-08-05_08-28-10,0.918,0.2755,0.9181,0.2728
850,NN_tune_trainable_0ecbc_00767_767_seed=768_2022-08-07_09-02-07,0.921,0.2589,0.9224,0.2614
851,NN_tune_trainable_0ecbc_00126_126_seed=127_2022-08-05_02-28-26,0.919,0.2583,0.9197,0.2578
852,NN_tune_trainable_0ecbc_00730_730_seed=731_2022-08-07_06-04-58,0.919,0.2575,0.9198,0.2577
853,NN_tune_trainable_0ecbc_00742_742_seed=743_2022-08-07_07-03-05,0.92,0.2623,0.9208,0.2638
854,NN_tune_trainable_0ecbc_00869_869_seed=870_2022-08-07_17-05-55,0.922,0.2445,0.9227,0.2475
855,NN_tune_trainable_0ecbc_00356_356_seed=357_2022-08-05_23-02-22,0.923,0.2639,0.9226,0.2649
856,NN_tune_trainable_0ecbc_00413_413_seed=414_2022-08-06_03-48-25,0.924,0.255,0.9239,0.2542
857,NN_tune_trainable_0ecbc_00802_802_seed=803_2022-08-07_11-52-45,0.922,0.285,0.9229,0.2862
858,NN_tune_trainable_0ecbc_00142_142_seed=143_2022-08-05_03-52-48,0.919,0.249,0.9199,0.2537
859,NN_tune_trainable_0ecbc_00951_951_seed=952_2022-08-07_23-47-03,0.92,0.2783,0.9211,0.283
860,NN_tune_trainable_0ecbc_00576_576_seed=577_2022-08-06_17-26-30,0.924,0.2501,0.9243,0.2509
861,NN_tune_trainable_0ecbc_00694_694_seed=695_2022-08-07_03-10-47,0.921,0.2852,0.9213,0.288
862,NN_tune_trainable_0ecbc_00350_350_seed=351_2022-08-05_22-28-18,0.922,0.2518,0.9225,0.2491
863,NN_tune_trainable_0ecbc_00397_397_seed=398_2022-08-06_02-28-31,0.921,0.2589,0.9215,0.2586
864,NN_tune_trainable_0ecbc_00774_774_seed=775_2022-08-07_09-37-44,0.921,0.2619,0.9224,0.2588
865,NN_tune_trainable_0ecbc_00329_329_seed=330_2022-08-05_20-31-24,0.922,0.2372,0.922,0.2373
866,NN_tune_trainable_0ecbc_00193_193_seed=194_2022-08-05_08-25-14,0.92,0.2669,0.9207,0.2639
867,NN_tune_trainable_0ecbc_00087_87_seed=88_2022-08-04_23-05-05,0.922,0.2581,0.9225,0.2587
868,NN_tune_trainable_0ecbc_00975_975_seed=976_2022-08-08_01-42-38,0.921,0.2719,0.9208,0.2723
869,NN_tune_trainable_0ecbc_00634_634_seed=635_2022-08-06_22-16-39,0.922,0.2775,0.9224,0.2774
870,NN_tune_trainable_0ecbc_00411_411_seed=412_2022-08-06_03-37-54,0.921,0.2457,0.9209,0.2447
871,NN_tune_trainable_0ecbc_00891_891_seed=892_2022-08-07_18-58-09,0.92,0.2655,0.9222,0.267
872,NN_tune_trainable_0ecbc_00609_609_seed=610_2022-08-06_20-06-03,0.92,0.2396,0.9201,0.2369
873,NN_tune_trainable_0ecbc_00334_334_seed=335_2022-08-05_21-00-36,0.92,0.2471,0.9208,0.2474
874,NN_tune_trainable_0ecbc_00997_997_seed=998_2022-08-08_03-26-45,0.921,0.2577,0.9223,0.2566
875,NN_tune_trainable_0ecbc_00887_887_seed=888_2022-08-07_18-38-59,0.919,0.2714,0.9191,0.2701
