,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
49,"NN_tune_trainable_143c9_00515_515_model::dropout=0.5,model::init_type=normal,model::nlin=tanh,optim::optimizer=adam,optim::wd=0.01_2021-09-23_11-27-24",0.407,0.129,0.3639,0.1211
50,"NN_tune_trainable_143c9_00574_574_model::dropout=0,model::init_type=kaiming_normal,model::nlin=gelu,optim::optimizer=sgd,optim::wd_2021-09-23_14-45-56",0.612,0.3019,0.6462,0.312
51,"NN_tune_trainable_143c9_00160_160_model::dropout=0,model::init_type=uniform,model::nlin=tanh,optim::optimizer=sgd,optim::wd=0.01,s_2021-09-22_18-02-01",0.596,0.2656,0.624,0.2754
52,"NN_tune_trainable_143c9_01186_1186_model::dropout=0,model::init_type=normal,model::nlin=tanh,optim::optimizer=sgd,optim::wd=0.01,s_2021-09-24_21-18-15",0.62,0.2763,0.6429,0.2897
53,"NN_tune_trainable_143c9_00360_360_model::dropout=0,model::init_type=uniform,model::nlin=relu,optim::optimizer=sgd,optim::wd=0.001,_2021-09-23_03-34-42",0.1,0.1,0.1,0.1
54,"NN_tune_trainable_143c9_00407_407_model::dropout=0.5,model::init_type=kaiming_normal,model::nlin=sigmoid,optim::optimizer=adam,opt_2021-09-23_05-52-55",0.1,0.1,0.1,0.1
55,"NN_tune_trainable_143c9_00050_50_model::dropout=0,model::init_type=normal,model::nlin=sigmoid,optim::optimizer=sgd,optim::wd=0.01,_2021-09-22_12-12-30",0.195,0.1424,0.1995,0.123
56,"NN_tune_trainable_143c9_00177_177_model::dropout=0.5,model::init_type=uniform,model::nlin=sigmoid,optim::optimizer=sgd,optim::wd=0_2021-09-22_18-40-39",0.1,0.1,0.1,0.1
57,"NN_tune_trainable_143c9_00449_449_model::dropout=0.5,model::init_type=uniform,model::nlin=tanh,optim::optimizer=adam,optim::wd=0.0_2021-09-23_08-10-56",0.452,0.1866,0.4108,0.1765
58,"NN_tune_trainable_143c9_00233_233_model::dropout=0.5,model::init_type=uniform,model::nlin=relu,optim::optimizer=sgd,optim::wd=0.00_2021-09-22_21-07-33",0.1,0.1,0.1,0.1
59,"NN_tune_trainable_143c9_00684_684_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=relu,optim::optimizer=sgd,optim::w_2021-09-23_21-21-40",0.6,0.2867,0.6529,0.3041
60,"NN_tune_trainable_143c9_01246_1246_model::dropout=0,model::init_type=kaiming_normal,model::nlin=gelu,optim::optimizer=adam,optim::_2021-09-24_23-45-18",0.686,0.2702,0.7098,0.2785
61,"NN_tune_trainable_143c9_00667_667_model::dropout=0.5,model::init_type=normal,model::nlin=gelu,optim::optimizer=adam,optim::wd=0.01_2021-09-23_20-12-07",0.206,0.1181,0.2019,0.1437
62,"NN_tune_trainable_143c9_00073_73_model::dropout=0.5,model::init_type=uniform,model::nlin=relu,optim::optimizer=adam,optim::wd=0.00_2021-09-22_13-10-10",0.1,0.1,0.1,0.1
63,"NN_tune_trainable_143c9_00514_514_model::dropout=0,model::init_type=normal,model::nlin=tanh,optim::optimizer=adam,optim::wd=0.01,s_2021-09-23_11-26-35",0.591,0.2515,0.6167,0.27
64,"NN_tune_trainable_143c9_00782_782_model::dropout=0,model::init_type=kaiming_normal,model::nlin=relu,optim::optimizer=adam,optim::w_2021-09-24_01-40-43",0.56,0.2483,0.6195,0.2655
65,"NN_tune_trainable_143c9_00965_965_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=tanh,optim::optimizer=adam,optim_2021-09-24_09-56-47",0.456,0.2074,0.4305,0.1716
66,"NN_tune_trainable_143c9_00056_56_model::dropout=0,model::init_type=uniform,model::nlin=gelu,optim::optimizer=sgd,optim::wd=0.01,se_2021-09-22_12-19-49",0.245,0.193,0.246,0.1964
67,"NN_tune_trainable_143c9_00735_735_model::dropout=0.5,model::init_type=kaiming_normal,model::nlin=gelu,optim::optimizer=adam,optim:_2021-09-23_23-44-48",0.506,0.1924,0.4974,0.2134
68,"NN_tune_trainable_143c9_01200_1200_model::dropout=0,model::init_type=uniform,model::nlin=sigmoid,optim::optimizer=sgd,optim::wd=0._2021-09-24_21-48-46",0.1,0.1,0.1,0.1
69,"NN_tune_trainable_143c9_00149_149_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=sigmoid,optim::optimizer=adam,op_2021-09-22_17-15-20",0.1,0.1,0.1,0.1
70,"NN_tune_trainable_143c9_01127_1127_model::dropout=0.5,model::init_type=kaiming_normal,model::nlin=tanh,optim::optimizer=sgd,optim:_2021-09-24_18-14-19",0.492,0.1804,0.4566,0.1986
71,"NN_tune_trainable_143c9_00931_931_model::dropout=0.5,model::init_type=normal,model::nlin=tanh,optim::optimizer=sgd,optim::wd=0.01,_2021-09-24_08-44-26",0.444,0.1434,0.442,0.148
72,"NN_tune_trainable_143c9_01243_1243_model::dropout=0.5,model::init_type=normal,model::nlin=gelu,optim::optimizer=adam,optim::wd=0.0_2021-09-24_23-35-02",0.392,0.1456,0.3704,0.159
73,"NN_tune_trainable_143c9_01016_1016_model::dropout=0,model::init_type=uniform,model::nlin=gelu,optim::optimizer=sgd,optim::wd=0.001_2021-09-24_12-22-09",0.1,0.1,0.1001,0.1
74,"NN_tune_trainable_143c9_00312_312_model::dropout=0,model::init_type=uniform,model::nlin=gelu,optim::optimizer=sgd,optim::wd=0.01,s_2021-09-23_01-00-33",0.204,0.166,0.2062,0.1842
